ID,URL,URL TITLE,AUTHOR,DESCRIPTION,PUBLISH DATE,GALLERY PRESS,ARTIST
29,http://archpaper.com/2016/07/marshall-brown-western-exhibitions/#gallery-0-slide-0,The Architect's Newspaper, The Editors,"The ‰ÛÏstealth collages‰Ûù of Marshall Brown at Chicago‰Ûªs Western Exhibitions gallery. July 19, 2016"," July 19, 2016",true,
30,http://bmoreart.com/2016/06/politics-smoke-and-mirrors-and-drawings.html,BmoreArt," Hannum, Terence","Politics, Smoke, and Mirrors‰ÛÒAnd Drawings (Deb Sokolow). June 6, 2016"," June 6, 2016",false,Deb Sokolow
31,http://www.disparateminds.org/blog/2016/5/7/courttney-cooper,Disparate Minds, ,"Courttney Cooper. May 10, 2016"," May 10, 2016",false,Courttney Cooper
32,http://liminalities.net/12-2/intro.html,Liminalities," Beasley, Myron","Introduction: The Pink Tube & The Incorrigible Disturber of the Peace (Miller & Shellabarger). Volume 12, Issue 2, 2016"," February 2, 2016",false,Miller & Shellabarger
33,https://www.washingtonpost.com/entertainment/museums/in-the-galleries-rustic-landscapes-with-just-a-touch-of-menace/2016/05/05/a3a4a912-1095-11e6-81b4-581a5c4c42df_story.html,Washington Post," Jenkins, Mark","In the Galleries: Rustic Landscapes With Just a Touch of Menace. (Deb Sokolow). May 6, 2016"," May 6, 2016",false,Deb Sokolow
34,http://art.newcity.com/2016/04/28/breakout-artists-2016-chicagos-next-generation-of-image-makers/4/, NewCity Art," Zarley, B. David","Breakout Artists 2016: Chicago's Next Generation of Image Makers. (Lilli CarrÌ©). April 28, 2016"," April 28, 2016",true,
35,http://www.artinamericamagazine.com/reviews/daniel-rios-rodriguez/, Art in America," MacMillan, Kyle","Daniel Rios Rodriguez: Chicago, at Western Exhibitions. (Daniel Rios Rodriguez). April 11, 2016"," April 11, 2016",true,
36,http://artforum.com/picks/id=58537,ArtForum," Morris, Matt",Intuit: The Center for Intuitive and Outsider Art. (Courttney Cooper). March 2016," March 1, 2016",false,Courttney Cooper
37,http://art.newcity.com/2016/03/15/review-courttney-cooperintuit/,NewCity Art," Reichert, Elliot",Courttney Cooper/Intuit. (Courttney Cooper). March 2016," March 1, 2016",false,Courttney Cooper
38,http://www.blouinartinfo.com/news/story/1362964/beauty-and-awkwardness-dan-attoes-landscapes,BlouinArtInfo," Indrisek, Scott",Beauty and Awkwardness: Dan Attoe's Landscape. (Dan Attoe). March 2016," March 1, 2016",false,Dan Attoe
39,http://makeitbetter.net/entertainment/10-chicago-artists-you-should-know/,Make It Better," Logan, Liz","10 Chicago Artists You Should Know. (Elijah Burgher). February 22, 2016"," February 22, 2016",false,Elijah Burgher
40,http://kmuw.org/post/great-kansas-sea,KMUW Wichita 91.5," DeVries, Lindsey Herkommer","The Great Kansas Sea. (Robyn O'Neil). February 17, 2016"," February 17, 2016",false,Robyn O'Neil
41,http://www.visualartsource.com/index.php?page=editorial&pcID=17&aID=3238,Visual Art Source," Dluzen, Robin",Daniel Rios Rodriguez. February 2016," February 1, 2016",true,
42,http://www.artltdmag.com/index.php?subaction=showfull&id=1452759170&archive=&start_from=&ucat=28&,art ltd.," Yood, James"," ""TOP TEN 2015 CHICAGO. (Nicholas Frank)"" January 2016"," January 1, 2016",false,Nicholas Frank
44,http://www.nashvillescene.com/countrylife/archives/2016/01/11/office-crush-two-son-new-yorker-subscriptions-f-is-for-family-and-more,Nashville Scene," Hutson, Laura","Office Crush (Elijah Burgher). January 11, 2016"," January 11, 2016",false,Elijah Burgher
45,http://www.artnews.com/2015/12/17/polite-midwestern-order-milwaukees-nicolas-frank-talks-perspective-dementia-and-beer/,ARTnews," Chiaverina, John","'Polite Midwestern Order‰Ûª: Milwaukee‰Ûªs Nicholas Frank Talks Perspective, Dementia, and Beer. December 17, 2015"," December 17, 2015",false,Nicholas Frank
46,,Louis Vuitton City Guide to Chicago," Fishman, Elly",Radical Subcultures: Western Exhibitions. Hardcover. ISBN 978-2-36983-050-4. 2015," November 15, 2015",true,
47,http://www.thecompmagazine.com/deb-sokolow/,The Comp,"Alamo-Costello, Chester","Deb Sokolow - Manipulative Individuals & Shadowy Histories. November 17, 2015"," November 17, 2015",false,Deb Sokolow
48,http://www.frieze.com/issue/review/the-nothing-that-is-a-drawing-show-in-five-parts/,frieze," Luse, Mimi","The Nothing That Is - A Drawing Show in Five Parts. (Ryan Travis Christian). Issue 175, November-December 2015",1-Nov-15,false,Ryan Travis Christian
49,http://www.chicagomag.com/arts-culture/October-2015/Five-Great-Things-to-Do-in-Chicago-This-Week/,Chicago Magazine,"Obaro, Tomi","‰ÛÏFive Great Things to Do in Chicago This Week‰Ûù. (Geoffrey Todd Smith). October 22, 2015"," October 22, 2015",true,
50,http://hyperallergic.com/245782/a-tantalizing-glimpse-into-the-world-of-barbara-rossi/,Hyperallergic,"Yau, John","A Tantalizing Glimpse into the World of Barbara Rossi. (Richard Hull). October 18, 2015"," October 18, 2015",false,Richard Hull
51,http://art.newcity.com/2015/09/17/art-50-2015-chicagos-visual-vanguard/,New City, Staff,"‰ÛÏArt 50 2015: Chicago‰Ûªs Visual Vanguard‰Ûù. September 17, 2015"," September 17, 2015",true,
53,http://theseenjournal.org/art-seen-national/hairy-reframing-rebellion/,THE SEEN,"Pollasch, Kate","‰ÛÏThe Hairy Who // Reframing Rebellion.‰Ûù (Edie Fake) September 17, 2015"," September 17, 2015",false,Edie Fake
54,http://www.chicagomag.com/Chicago-Magazine/October-2015/Fall-Culture-Art/,Chicago Magazine.,"Foumberg, Jason","‰ÛÏFall‰Ûªs 10 Most Anticipated Art Exhibitions.‰Ûù (Geoffrey Todd Smith). September 15, 2015"," September 15, 2015",true,
55,http://www.comicsreporter.com/index.php/your_2015_ignatz_award_winners/,Comics Reporter, ,"2015 Ignatz Award Winners. (Lilli CarrÌ©, ""Outstanding Online Comic""). September 20, 2015"," September 20, 2015",true,
56,http://www.denverpost.com/art/ci_28792590/at-denvers-redline-gallery-seeing-beauty-humor-grotesque,The Denver Post," Rinaldi, Ray Mark","At Denver's RedLine gallery, seeing beauty, humor, in the grotesque. (Paul Nudd). September 13, 2015"," September 13, 2015",false,Paul Nudd
57,http://www.dailyserving.com/2015/07/ha-ha-business-at-luis-de-jesus,Daily Serving," Yates, Calder","HA HA! BUSINESS! At Luis De Jesus. (Deb Sokolow). July 27, 2015"," July 27, 2015",false,Deb Sokolow
58,http://www.indyweek.com/indyweek/lump-director-bill-thelen-makes-his-mark-at-cam-raleigh-with-a-high-concept-drawing-show/Content?oid=4592971,Indy Week," Vitiello, Chris","‰ÛÏLump director Bill Thelen makes his mark at CAM Raleigh with a high-concept drawing show.‰Ûù (Paul Nudd). July 22, 2015"," July 22, 2015",false,Paul Nudd
59,http://www.windycitymediagroup.com/lgbt/Artist-Elijah-Burgher-has-a-magical-time/52145.html,Windy City Times," Sanders, Ben","‰ÛÏArtist Elijah Burgher has a magical time.‰Ûù July 14, 2015"," July 14, 2015",false,Elijah Burgher
60,http://www.westernexhibitions.com/sokolow/press/2015_Sokolow_Midtown.html,Midtown Magazine,"Fellerath, David",Drawing the Line: Indie Art Makes a Big Show at CAM Raleigh (Deb Sokolow). July 2015," July 1, 2015",false,Deb Sokolow
61,http://underthegumtree.com/,under the gum tree: July 2015,,"Visual Art by Ryan Travis Christian. Publisher: ThinkHouse Collective, Sacramento, California"," July 1, 2015",false,Ryan Travis Christian
62,http://www.washingtonpost.com/entertainment/museums/in-the-galleries-anything-but-simplicity-in-these-drawings/2015/07/02/9af2d232-1e86-11e5-aeb9-a411a84c9d55_story.html?postshare=2181436200723862,The Washington Post,"Jenkins, Mark","In the galleries: Anything but simplicity in these drawings (Deb Sokolow). July 2, 2105"," July 2, 2105",false,Deb Sokolow
63,https://news.artnet.com/people/lgbt-exhibitions-this-summer-306117,Artnet News.,"Massara, Kathleen","17 Must-See LGBTQ Exhibitions This Summer. (Edie Fake). June 25, 2015"," June 25, 2015",false,Edie Fake
64,http://artforum.com/picks/id=53329,artforum.com.,"Picard, Caroline","Critics' Pick (Edie Fake). June 2015	"," June 1, 2015",false,Edie Fake
65,https://news.artnet.com/people/usc7-edie-fake-drawings-queer-trans-306043,Artnet News," Boucher, Brian"," USC7 Dropout and Transgender Artist Edie Fake's Mesmerizing Drawings Explore Queer Geometries. (Edie Fake). June 8, 2015"," June 8, 2015",false,Edie Fake
66,http://art.newcity.com/2015/05/30/portrait-of-a-gallery-trunk-show/,New City," Cardoza, Kerry","Portrait of a Gallery: Trunk Show. (Lilli CarrÌ©, Edie Fake). May 30, 2015"," May 30, 2015",false,Edie Fake
67,http://www.westernexhibitions.com/hull/2_press/2015_Trib.htm,Chicago Tribune, Editors,"Visual Arts. Pick of the Week.. (Richard Hull) May 28, 2015"," May 28, 2015",false,Richard Hull
68,http://www.artandeducation.net/school_watch/entire-usc-mfa-1st-year-class-is-dropping-out/,Art & Education,"Lehrer-Graiwer, Sarah","‰ÛÏEntire USC First-Year MFA Class is Dropping Out.‰Ûù (Edie Fake) May 15, 2015"," May 15, 2015",false,Edie Fake
69,http://www.chicagomag.com/arts-culture/May-2015/Rhona-Hoffman-Tells-What-Its-Like-to-Run-the-Most-Influential-Art-Gallery-in-Chicago/?utm_campaign=Chimag%2BRhona%2B050615&utm_medium=referral&utm_source=FB,Chicago Magazine,"Foumberg, Jason","‰ÛÏRhona Hoffman Isn‰Ûªt Afraid to Speak Her Mind About Art in Chicago.‰Ûù May 6, 2015"," May 6, 2015",true,
70,http://www.mutualart.com/OpenArticle/Barbara-Kasten--New-Peers-in-Contemporar/7BFF541B03ABEC55,Mutual Art," Hegert, Natalie","‰ÛÏBarbara Kasten: New Peers in Contemporary Photography.‰Ûù (Jessica Labatte) April 22, 2015"," April 22, 2015",false,Jessica Labatte
71,http://www.nytimes.com/2015/04/12/opinion/sunday/inside-a-charter-school.html?ref=opinion&_r=1&assetType=opinion,New York Times,,"Inside a Charter School. (Lilli CarrÌ© illustration) April 11, 2015"," April 11, 2015",true,
72,http://blogs.dallasobserver.com/mixmaster/2015/04/a_visual_guide_to_the_dallas_art_fair.php,Dallas Observer," Smart, Lauren","Take Lauren's Mini Virtual Tour of the Dallas Art Fair, 2015 (Deb Sokolow). April 10, 2015"," April 10, 2015",false,Deb Sokolow
73,http://therapidian.org/uica-shows-us-how-take-art-collecting-next-level,The Rapidian," Beehost, Rick","UICA shows us how how to take art collecting to a new level (Rachel Niffennegger). April 13, 2015"," April 13, 2015",true,
74,http://www.blouinartinfo.com/news/story/1132080/what-to-see-and-buy-at-dallas-art-fair#,Artinfo.com," Indrisek, Scott","What to See and Buy at the Dallas Art Fair (Elijah Burgher), April 10, 2015"," April 10, 2015",false,Elijah Burgher
75,http://artforum.com/archive/id=51451,Artforum.com," Cahill, Zachary","‰ÛÏCritic‰Ûªs Pick (Jessica Labatte)"", April 7, 2015"," April 7, 2015",false,Jessica Labatte
76,http://www.newtimesslo.com/art/12205/intimately-connected-slo-gallery-left-field-presents-its--second-art-exhibit-intimate-jest/,New Times SLO," Catanzarite, Adriana","Intimately connected: SLO gallery Left Field presents its second art exhibit, Intimate Jest‰Ûù (Geoffrey Todd Smith). April 1, 2015	 5",1-Apr-15,true,
77,http://art.newcity.com/2015/04/02/eye-exam-stand-in-the-sun/,New City," Morris, Matt","Eye Exam: Stand in the Sun (Jessica Labatte)‰Ûù. April 2, 2015	 ",2-Apr-15,false,Jessica Labatte
78,http://www.artltdmag.com/index.php?subaction=showfull&id=1426268094&archive&start_from&ucat=28,Art ltd," Dluzen, Robin","CRITIC‰ÛªS PICKS: (Jessica Labatte), Chicago, Mar 2015"," March 1, 2015",false,Jessica Labatte
79,http://www.louiseandmaurice.com/#!REVIEW-The-World-is-Mystical-Dangerous-and-Delicious/cmbz/3B0B29AE-A20A-4221-A849-76B7FBA71858,Louise & Maurice, Cox. Erin,"REVIEW | The World is Mystical, Dangerous and Delicious. March 1, 2015"," March 1, 2015",true,
80,http://insidewithin.com/ElijahBurgher.html,Inside/Within," Sierzputowski, Kate","‰ÛÏElijah Burgher's Portable Ritual Spaces‰Ûù, March 2015"," March 1, 2015",false,Elijah Burgher
81,http://insidewithin.com/RyanTravisChristian.html,Inside/Within," Sierzputowski, Kate",Ryan Travis Christian‰Ûªs Patterned Obscurity. February 2015," February 1, 2015",false,Ryan Travis Christian
82,http://art.newcity.com/2015/02/16/review-the-world-is-mystical-dangerous-and-deliciouswestern-exhibitions/,New City," Zarley, B. David","The world is mystical, dangerous and delicious (review). February 16, 2015"," February 16, 2015",true,
83,http://www.nytimes.com/interactive/2015/02/05/opinion/private-lives-the-bloody-footprint.html?ref=opinion&_r=1,New York Times,,"Carre, Lilli. ""The Bloody Footprint."" February 5, 2015"," February 5, 2015",true,
84,http://www.artinamericamagazine.com/reviews/stan-shellabarger/,Art in America," MacMillan, Kyle","Stan Shellabarger (review). February 2, 2015"," February 2, 2015",false,Stan Shellabarger
85,http://www.artltdmag.com/index.php?subaction=showfull&id=1421264084&archive&start_from&ucat=28,ArtLtd," Yood, James",CRITIC‰ÛªS PICKS: 2014 Top 10 Lists (Paul Nudd). January 2015," January 1, 2015",false,Paul Nudd
86,http://genderassignment.tumblr.com/post/109345179295/effeminaries-an-interview-with-artist-and,Gender Assignment," Potter, Melissa","Effeminaries: an Interview with Artist and Curator, Matt Morris. January 27, 2015"," January 27, 2015",true,
87,http://www.artslant.com/ew/articles/show/41779,ArtSlant," Picard, Caroline","Hyper-Pluralities for a New Becoming: The Exhibited Body in Contemporary Art (Effeminaries). January 16, 2015"," January 16, 2015",true,
88,http://badatsports.com/2015/the-nostalgia-for-paradise-is-the-paradigm-of-time/,Bad at Sports," Blake, Kevin B","The Nostalgia for Paradise is The Paradigm of Time (Geoffrey Todd Smith, Deb Sokolow). January 7, 2015"," January 7, 2015",false,Deb Sokolow
89,http://www.huffingtonpost.com/steven-zevitas/15-artists-to-watch-in-20_b_6333582.html,Huffington Post," Zevitas, Steven","15 Artists to Watch in 2015 (+ 3) (Elijah Burgher). December 16, 2014"," December 16, 2014",false,Elijah Burgher
90,http://people2014.chicagoreader.com/paul-nudd/,Chicago Reader," Jones, J. R.","Paul Nudd, The Artist/Art Teacher. December 11, 2014"," December 11, 2014",false,Paul Nudd
91,http://news.artnet.com/art-world/hidden-gems-of-miamis-satellite-art-fairs-189968,Artnet," Davis, Ben","Hidden Gems of Miami's Satellite Art Fairs (Deb Sokolow). December 5, 2014"," December 5, 2014",false,Deb Sokolow
92,http://www.twocoatsofpaint.com/2014/12/miami-part-iii-heather-leigh-mcpherson.html,Two Coats of Paint," McPherson, Heather Leigh","Miami, Part III: Heather Leigh McPherson attends a Bomb discussion, Untitled (Deb Sokolow). December 11, 2014"," December 11, 2014",false,Deb Sokolow
93,http://blog.artbma.org/2014/12/bma-voices-the-residue-left-behind/,BMA Blog," Schafer, Ann"," BMA Voices: The residue left behind (Stan Shellabarger). December 7, 2014"," December 7, 2014",false,Stan Shellabarger
94,http://news.artnet.com/art-world/hidden-gems-of-miamis-satellite-art-fairs-189968,Artnet," David, Ben","Hidden Gems of Miami's Satellite Art Fairs (Deb Sokolow). December 5, 2014"," December 5, 2014",false,Deb Sokolow
95,http://art.newcity.com/2014/11/09/review-stan-shellabargerwestern-exhibitions-2/,New City," McGath, Carrie","Review: Stan Shellabarger/Western Exhibitions. November 9, 2014"," November 9, 2014",false,Stan Shellabarger
96,http://www.artnews.com/2014/11/04/duck-yourself-on-ryan-travis-christians-very-democratic-group-show-about-well-ducks/,ArtNews.com,"Chiaverina, John","Duck Yourself: On Ryan Travis Christian‰Ûªs Very Democratic Group Show About, Well, Ducks. November 4, 2014"," November 4, 2014",false,Ryan Travis Christian
97,http://www.artinamericamagazine.com/reviews/dan-attoe/,Art in America,"Taylor, Sue","Dan Attoe (review). October 18, 2014"," October 18, 2014",false,Dan Attoe
98,http://www.openingceremony.us/entry.asp?pid=10531,Opening Ceremony,"Salama, Cecilia","What The Duck? A Greenpoint Art Show Gets Quacky. (Ryan Travis Christian) October 27, 2014"," October 27, 2014",false,Ryan Travis Christian
99,http://www.westernexhibitions.com/miller_shellabarger/MS_AiA.pdf,Art in America,"Grabner, Michelle",The People's Palace. (Miller & Shellabarger) October 2014," October 1, 2014",false,Miller & Shellabarger
100,http://www.hero-magazine.com/article/29217/aa-bronson-selects-abstract-ceremonial-painter-elijah-burgher/,Hero Magazine,"Bronson, AA","AA Bronson selects abstract ceremonial painter Elijah Burgher. October 12, 2014"," October 12, 2014",false,Elijah Burgher
101,http://hyperallergic.com/155329/lilli-carres-labyrinthine-visions/,Hyperallergic,"Sierzputowski, Kate","Lilli CarrÌ©‰Ûªs Labyrinthine Visions. October 13, 2014"," October 13, 2014",true,
103,http://art.newcity.com/2014/10/12/review-lilli-carrewestern-exhibitions/,New City,"Girgenti, Maria","Review: Lilli CarrÌ©/Western Exhibitions. October 12, 2014"," October 12, 2014",true,
104,http://www.insidewithin.com/RichardHull.html,Inside/Within,"Sierzputowski, Kate",Richard Hull‰Ûªs Elliptic Silhouettes. October 2014," October 1, 2014",false,Richard Hull
105,http://hyperallergic.com/151558/the-autobiography-of-mark-jan-krayenhoff-van-de-leur/,Hyperallergic,"Bronson, AA","The Autobiography of Mark Jan Krayenhoff van de Leur. (Elijah Burgher). (reproductions) September 26, 2014"," September 26, 2014",false,Elijah Burgher
106,http://www.dazeddigital.com/music/article/21644/1/10-of-the-best-chicago-artists-right-now,DAZED,"Gavin, Francesca","10 of the best Chicago artists right now. (Elijah Burgher). September 17, 2014"," September 17, 2014",false,Elijah Burgher
107,http://www.chicagomag.com/Chicago-Magazine/September-2014/Four-Rising-Chicago-Artists-Worth-Investing-in/,Chicago Magazine,"Foumberg, Jason","Four Rising Chicago Artists Worth Investing In. (Lilli CarrÌ©). September 5, 2014"," September 5, 2014",true,
108,http://badatsports.com/2014/our-calamity-is-our-providence/,Bad at Sports," Blake, Kevin","Our Calamity is our Providence. (Deb Sokolow). September 3, 2104"," September 3, 2104",false,Deb Sokolow
109,http://art.newcity.com/2014/09/01/art-break-elijah-burgher-on-magic-and-art/,New City,"Burgher, Elijah","Art Break: Elijah Burgher on Magic and Art. September 1, 2014"," September 1, 2014",false,Elijah Burgher
110,http://zioxla.com/strange-plants,Strange Plants,"Baritaux, Zio , editor","Zioxla, publisher. (Ryan Travis Christian)",,false,Ryan Travis Christian
111,http://insidewithin.com/GeoffreyTSmith.html,Inside/Within," Sierzputowski, Kate",Geoffrey Todd Smith‰Ûªs Diaristic Abstractions. August 2014," August 1, 2014",true,
112,http://blog.expositionchicago.com/art-seen-chicago/helsingista-western-exhibitions/,The Seen,"Ali, Hiba","HELSINGISTÌã // WESTERN EXHIBITIONS. August 19, 2014"," August 19, 2014",true,
113,http://www.newamericanpaintings.com/issues/113,New American Paintings,,"Midwest #113, curated by Staci Boris. (Elijah Burgher, Lilli CarrÌ©) August-September 2014"," August 1, 2014",false,Elijah Burgher
114,http://www.visualartsource.com/index.php?page=editorial&pcID=17&aID=2360,Visual Art Source," Dluzen, Robin","Miller & Shellabarger. Chicago Cultural Center, Chicago, Illinois. July 2014"," July 1, 2014",false,Miller & Shellabarger
115,http://art.newcity.com/2014/08/10/review-valpuri-kylmanen-and-ari-pelkonenwestern-exhibitions/,New City,"Pocaro, Alan","Review: Valpuri KylmÌ_nen and Ari Pelkonen/Western Exhibitions"". August 10, 2014"," August 10, 2014",true,
116,http://art.newcity.com/2014/07/18/portrait-of-the-artists-miller-shellabarger/,New City,"Tinari, Anastasia Karpova","Portrait of the Artists: Miller & Shellabarger. July 18, 2014"," July 18, 2014",false,Miller & Shellabarger
117,http://www.insidewithin.com/DebSokolow.html,Inside/Within,"Sierzputowski, Kate",Deb Sokolow's Fictionalized Blueprints. July 2014," July 1, 2014",false,Deb Sokolow
118,http://underthegumtree.com/wp-content/uploads/2014/06/UTGT_Cover12.jpg,under the gum tree: ,,"Visual Art by Geoffrey Todd Smith. Publisher: ThinkHouse Collective, Sacramento, California July 2014"," July 1, 2014",true,
119,http://art.newcity.com/2014/07/03/review-we-do-what-we-like-and-we-like-what-we-dowestern-exhibitions/,New City," Toale, Erin","‰ÛÏReview: We do what we like and like what we do‰Ûù, July 3, 2014"," July 3, 2014",true,
120,http://artefuse.com/2014/05/21/explosive-and-nurturing-miller-and-shellabarger-at-the-chicago-cultural-center/,Arte Fuse,"Gauss, Daniel","Explosive and Nurturing: Miller & Shellabarger at the Chicago Cultural Center. May 21, 2014"," May 21, 2014",false,Miller & Shellabarger
121,http://thehundreds.com/ryan-travis-christian-check-please/,The Hundreds,,"Zio. ""Ryan Travis Christian :: Check Please!"". May 15, 2014"," May 15, 2014",false,Ryan Travis Christian
122,http://blog.expositionchicago.com/art-seen-national/profile-artist-deb-sokolow/,The Seen,"Demaree, Joshua Michael","PROFILE OF THE ARTIST PT I // DEB SOKOLOW. | Part II May 12, 2014"," May 12, 2014",false,Deb Sokolow
124,http://www.contemporaryartdaily.com/2014/05/whitney-biennial-2014-part-i/,Contemporary Art Daily,,"Whitney Biennial 2014 Part 1 (Elijah Burgher). May 7, 2014"," May 7, 2014",false,Elijah Burgher
125,http://www.contemporaryartdaily.com/2014/05/alms-for-the-birds-at-cabinet/,Contemporary Art Daily,,"‰ÛÏAlms for the Birds‰Ûù at Cabinet (Elijah Burgher). May 3, 2014"," May 3, 2014",false,Elijah Burgher
126,http://www.artinamericamagazine.com/reviews/whitney-biennial-2014/,Art in America," Adams, Brooks","Whitney Biennial 2014. (Elijah Burgher). May 1, 2014"," May 1, 2014",false,Elijah Burgher
